Scenario,% Diff,Weighted % Diff,Incidence Check,Cause Check
scenario_1393,0.34670804065121297,0.2996879398060529,False,True
scenario_1068,0.9335467095314136,0.9443296880665527,False,False
scenario_1789,0.4053454342091213,0.4129886491920619,False,False
scenario_1379,0.4286396520768661,0.5252592713950442,False,False
scenario_1956,0.47662718620607203,0.5052275878309563,False,False
scenario_1034,0.3040151556550114,0.2523581386674711,False,True
scenario_0944,0.3917949734575718,0.36903567207315574,False,True
scenario_0644,0.38674270321947474,0.41437610650831913,False,True
scenario_1372,0.42850658365392746,0.4335197140160289,False,False
scenario_1622,0.4151816573288235,0.3940065453543919,False,False
scenario_0985,0.31581556632996094,0.29775781175532856,False,False
scenario_1607,0.3849161851851836,0.45405486387288074,False,False
scenario_0637,0.44794091438743777,0.47024101933656914,False,False
scenario_0889,0.3042552209423597,0.24404727315881816,False,True
scenario_0908,0.40026711045783697,0.3960713420855483,False,False
scenario_0639,0.4114303992035404,0.5485846771146825,False,False
scenario_0143,0.4563834186575097,0.4439162472033852,False,True
scenario_1889,0.34451441569542407,0.3538632568940714,False,False
scenario_1813,0.35518493684310815,0.4126465011532375,False,False
scenario_1840,0.3997043207052737,0.45477695757981834,False,False
scenario_1259,0.4242041534940811,0.5141018320126356,False,False
scenario_0156,0.3333073782344906,0.33110224411476363,False,False
scenario_0770,0.41602057840149476,0.4206600606167821,False,False
scenario_0925,0.4733065593712108,0.6072548242905611,False,False
scenario_0386,0.28873992417868205,0.25420735451324644,False,True
scenario_0056,0.45179704825674144,0.44655036210648413,False,False
scenario_0917,0.31988744140751635,0.23924605023249856,False,True
scenario_1549,0.556195333042819,0.6767608561897359,False,False
scenario_1570,0.44380300348727614,0.42476192771805854,False,False
scenario_1858,0.346846320680907,0.41182517905299265,False,False
scenario_1581,0.7649051316965846,0.8246172942366623,False,False
scenario_0272,0.2929982322495888,0.2724749912336257,False,True
scenario_1884,0.4003331416714394,0.4431236558361565,False,False
scenario_1624,0.5099228382880725,0.5704435512993201,False,False
scenario_0574,0.38919479851852906,0.3538282464944901,False,False
scenario_1249,0.43549759922272324,0.45361262353436205,False,False
scenario_0674,0.33444622020334247,0.35305207750080364,True,False
scenario_1959,0.357575286602075,0.4243424571338056,False,False
scenario_0157,0.3122469655633807,0.2344470028904845,False,True
scenario_0868,0.35051809247988364,0.3212266396355966,False,True
scenario_1611,0.3300837231920001,0.29488073220118344,False,True
scenario_0174,0.3604162581460285,0.3308945224899721,False,True
scenario_1024,0.2759128822221922,0.2169894339328549,True,True
scenario_1303,0.363206348101503,0.3827595941829179,False,False
scenario_0154,0.3107746141497363,0.26172566136314385,False,True
scenario_1050,0.6516957469819168,0.7260024838242911,False,False
scenario_0625,0.3442383491427688,0.37818741685586316,False,True
scenario_1880,0.27637671699622596,0.2793132261969539,False,False
scenario_0818,0.30393204022069553,0.2988637331652325,False,False
scenario_1934,0.5278138585986575,0.512223855333731,False,False
scenario_1091,0.4809748852593579,0.41162872499146413,False,True
scenario_0632,0.4026701528862815,0.4182433478822549,False,False
scenario_0824,0.3775219274836381,0.37952225887243635,False,False
scenario_0053,0.37469031706286215,0.4003447256832429,False,False
scenario_1031,0.38647553633451404,0.32213655072233943,False,True
scenario_0633,0.4334194575423394,0.44214069204806566,False,True
scenario_1826,0.227561708180226,0.16513110719030694,True,True
scenario_0254,0.3905083262751425,0.38703072044045345,False,False
scenario_1130,0.3614872225809911,0.3891508181980275,False,False
scenario_0722,0.418652777233087,0.4242521785310005,False,True
scenario_1427,0.4127546815154745,0.43749991690984114,False,False
scenario_1326,0.40433807124115817,0.4195306420124698,False,False
scenario_0759,0.4450540341930346,0.42413204319706643,False,False
scenario_0826,0.39615476098800173,0.39053763134388625,False,False
scenario_0481,0.49019321652709597,0.5186955971410976,False,False
scenario_1590,0.43008000771478294,0.47184647422285725,False,False
scenario_0566,0.26532192851712794,0.2669876506687288,False,False
scenario_0814,0.4585688040438661,0.4699308627186188,False,False
scenario_0991,0.33818359124798303,0.3166548755256661,False,False
scenario_0546,0.3471172566971294,0.3643202768221224,False,False
scenario_0931,0.39452767232895175,0.4174694648076491,False,False
scenario_1020,0.46848895473666713,0.43451652187065004,False,False
scenario_1355,0.3446054120863204,0.388977706957081,False,False
scenario_1872,0.374630002531998,0.3776979926077828,False,False
scenario_0909,0.2520100999346757,0.21512580348372412,True,True
scenario_1797,0.3726271264101127,0.3869612676667824,False,False
scenario_0772,0.39846656556619325,0.3636996160794586,False,False
scenario_0152,0.3507329641361615,0.40259417977157397,False,False
scenario_1062,0.5066396156749168,0.46572832716658424,False,False
scenario_0303,0.39843989935767826,0.4332519418950281,False,False
scenario_0879,0.4693178475286234,0.44888718963921137,False,False
scenario_0539,0.42931359375164,0.4611993102935453,False,False
scenario_0945,0.38838616516769486,0.42433939166270185,False,False
scenario_1213,0.2784531143028674,0.3149971276505058,False,False
scenario_0906,0.31332649491844333,0.36157997494209987,False,False
scenario_0725,0.42009022941063706,0.3238861819003949,False,True
scenario_1853,0.2769368127605473,0.25465088428034566,False,True
scenario_0851,0.29873247595360775,0.24735732983505868,False,True
scenario_0527,0.3972044072721329,0.4704578009302948,False,False
scenario_0249,0.28490355065675493,0.2523502553705165,True,False
scenario_0133,0.4958419771072899,0.4838254109464992,False,False
scenario_1080,0.2760935278491437,0.2519834022838599,False,False
scenario_1268,0.46597102517338435,0.49675053868231855,False,False
scenario_0873,0.5504417496221591,0.573735488392351,False,False
scenario_1005,0.9823868010539251,1.0933756384848459,False,False
scenario_1317,0.48633083019667633,0.5052778764511845,False,False
scenario_0314,0.4804822301655452,0.5020535931568014,False,False
scenario_1541,0.5759963779577553,0.5643347395257474,False,False
scenario_1428,0.3406519829777053,0.3941192782063615,False,False
scenario_0713,0.3871572078497617,0.4102655223791295,False,False
scenario_1837,0.3972788145821372,0.43439793437324437,False,False
scenario_1472,0.470679912967248,0.4420051957621611,False,False
scenario_1346,0.6487450595053486,0.7142569344359031,False,False
scenario_1885,0.453531742013764,0.5162252583195435,False,False
scenario_0379,0.4607109390356197,0.45273364887943424,False,False
scenario_0482,0.4189461154563273,0.4821698589215014,False,False
scenario_0977,0.2421009406934793,0.2436844826292321,False,True
scenario_1288,0.607662634353443,0.6649682539819491,False,False
scenario_0970,0.3116259757958831,0.33738305110909467,False,True
scenario_1848,0.3862930461739616,0.39791940812484794,False,False
scenario_1705,0.3364519634301723,0.3500211987161728,False,False
scenario_1836,0.30326038404031447,0.2833641341210717,False,False
scenario_1831,0.36952800391307594,0.325078595299444,False,True
scenario_1423,0.5253305119897609,0.4915167496449194,False,False
scenario_0337,0.4846645552972578,0.5184787467873467,False,False
scenario_1765,0.3875867215937266,0.41130176258728296,False,False
scenario_0271,0.4966091219178386,0.584305229056101,False,False
scenario_0564,0.3884319373792469,0.42793093721573805,False,False
scenario_1205,0.6269687258185659,0.5866408875130749,False,False
scenario_1144,0.3423843575279961,0.30046300185074354,False,False
scenario_0300,0.23819037270820004,0.20350192109962972,False,True
scenario_0474,1.0249740600758552,1.2677174534986138,False,False
scenario_1650,0.4202297285945674,0.4537146572401572,False,False
scenario_1505,0.38282135075929397,0.34693607764755174,False,False
scenario_1580,0.2996603342232843,0.30073596346458986,False,True
scenario_1179,0.40111695381574103,0.413792867581962,False,False
scenario_0360,0.5134523747826856,0.5962100207116288,False,False
scenario_0464,0.46220880735658626,0.4550857071821178,False,False
scenario_0569,0.39967420856368885,0.4558106550634583,False,False
scenario_1531,0.3748075621365532,0.38452158724586005,False,True
scenario_1297,0.35289591685054905,0.25684221289693226,True,False
scenario_0067,0.4782909744568679,0.5400542168404457,False,False
scenario_1739,0.4292151683683181,0.48993698485407583,False,False
scenario_0463,0.5045230800366618,0.5830166526194984,False,False
scenario_1142,0.22901696953728815,0.19177339602660587,True,True
scenario_1065,0.5794428880210781,0.6202506839190911,False,False
scenario_1647,0.3482355881005276,0.4180054165331907,False,False
scenario_0171,0.34379388574777453,0.34978581697812355,False,True
scenario_1361,0.3846170320260883,0.39723027758628193,False,False
scenario_0885,0.3645271393565767,0.39581631273733286,False,False
scenario_0377,0.349334585282322,0.30807406963135403,False,True
scenario_1931,0.42761396829242776,0.44631804756195187,False,False
scenario_0840,0.5016362856301314,0.45745661176369157,False,False
scenario_0835,0.6109925687877925,0.7534300583421355,False,False
scenario_0459,0.4116500759867159,0.37435231925285534,False,False
scenario_1967,0.35921972000630337,0.35561406426385855,False,False
scenario_0731,0.31823109932064325,0.36650714153416647,False,False
scenario_0727,0.4318293225017011,0.5567805490250074,False,False
scenario_1979,0.5636715161550764,0.5702147510405527,False,False
scenario_0427,0.33358900360000265,0.31094997338019514,False,True
scenario_0393,0.28558023793595627,0.35770739508260724,False,False
scenario_1801,0.4100729381393532,0.39239305622198656,False,False
scenario_1461,0.3653380937835369,0.3412327796056593,False,False
scenario_0916,0.38631547150385576,0.333027459048053,False,True
scenario_1143,0.2740904124954775,0.24492799896279427,False,False
scenario_0256,0.4245002102470063,0.4064122943856607,False,False
scenario_0607,0.38905055172089115,0.36976451494641005,False,False
scenario_1480,0.38395287196432665,0.36933419123297684,False,False
scenario_1308,0.41465997771622726,0.49167208960496245,False,False
